197 b 1 
200 b 1 Топор
201 b 2 
206 b 1 Dodihod
212 b 1 
213 b 1 
214 b 1 
215 b 1 
216 b 1 
217 b 3 МИЭМ
218 b 1 ТопорЪ_-_лямбда
230 b 1 
232 b 2 АК_МГУ
233 b 3 Команда_ГАЗЫ
238 b 2 Гром_и_Молния
240 b 1 ТК_"Волчата"
241 b 2 Чудаки_МГТУ
244 b 1 Гуппикар
246 b 2 Турклуб_МГУ
247 b 2 alar
249 b 5 АК_МГУ_-_Неофиты
256 b 2 Локомотив_(МЖД)
258 b 2 Lizard
264 b 1 МИИГАиК
265 b 3 Искатель
270 b 3 МИЭМ-2
271 b 4 МИЭМ-3
273 b 2 Початки_Сознания_МГТУ
274 b 2 МГУ-Бронтозаврик
278 b 4 Collapsus
280 b 2 ACIS
283 b 2 Two_of_us
286 b 1 
288 b 1 somebody_from_МГТУ
291 b 1 
304 b 1 Дора_Кир
305 b 1 Дора_Вик
306 b 4 Тестеры
314 b 1 Тёплый_Стан
316 b 3 Пока_без
317 b 1 Фея_Друидов
318 b 1 Фролов_Артем
319 b 1 Узлова_Света
320 b 1 
323 b 1 msparrow
326 b 1 
329 b 1 
330 b 1 АРМЭ
338 b 1 
339 b 2 Кегля_N8
340 b 2 Айти-Горнолыжники
349 b 3 Клуб_"Нет_границ"_
352 b 1 Дорога_ангелов
359 b 3 ЧЗИР-16601
360 b 1 
361 b 8 
362 b 2 Chasing_Daylight
