429 a 08:07 3 
229 a 08:08 3 
621 a 08:09 1 
484 a 08:10 4 
322 a 08:17 3
162 a 08:18 1 5
 32 a 08:27 1 
690 a 08:28 1 
160 a 08:35 2 4-6
393 a 08:38 4 
129 a 08:40 2 
400 a 08:42 2 
468 a 08:44 2 
665 a 08:45 1 
535 a 08:45 2 
295 a 08:48 1 
456 a 09:08 3 2
238 a 09:12 1 
550 a 09:13 2 
241 a 09:17 2 
150 a 09:26 1 
029 a 09:26 1 
042 a 09:36 1 
002 a 09:36 1 
561 a 09:37 2 
054 a 09:38 2 
309 a 09:43 1 
520 a 09:44 5
260 a 09:44 3 
439 a 09:50 2 
411 a 09:59 1 
154 a 10:00 2 
655 a 10:21 1 
350 a 10:21 1 
134 a 10:21 1 
137 a 10:21 1 
135 a 10:22 1 
646 a 10:22 1 
546 a 10:25 3 
610 a 10:45 1 5
620 a 10:45 1 5
603 a 10:45 1 5
622 a 10:46 1 5
308 a 10:51 1 
090 a 10:59 1 
122 a 10:59 1 
351 a 10:59 1 
149 a 11:01 1 
670 a 11:02 2 
494 a 11:02 1 
412 a 11:04 1 
311 a 11:15 2 
012 a 11:15 1 
114 a 11:24 2 
258 a 11:26 1 
656 a 11:26 1 
600 a 11:41 5 
493 a 11:42 1 
705 a 11:43 3 
061 a 11:49 3 
233 a 11:49 3 
273 a 12:08 2 2
478 a 12:09 1 5
266 a 12:10 2 5
403 a 12:12 3 
161 a 12:14 1 5
 45 a 12:15 1 
700 a 12:36 2 
184 a 12:37 1 
286 a 12:37 1 
693 a 12:40 1 
177 a 12:46 3 
 79 a 12:46 1 
336 a 13:04 1 
337 a 13:04 1 
301 a 13:04 1 
455 a 13:04 1 
330 a 13:14 1 
712 a 13:14 1 
467 a 13:25 1 
485 a 13:25 1 
140 a 13:40 2 
 57 a 13:42 2 5
619 a 13:49 3 2,5
506 a 13:50 3 2,5
592 a 13:56 3 5
362 a 14:09 2 
459 a 14:11 3 
419 a 14:14 1 
 99 a 14:14 1 
207 a 14:24 2 5
653 a 14:24 2 5
666 a 14:37 3 
 40 a 14:38 2 - su
713 a 14:39 2 
562 a 14:42 3 
516 a 14:45 1 
271 a 14:57 2 
517 a 14:56 2 
594 a 15:02 1
584 a 15:02 1 
 97 a 15:04 3 
185 a 15:10 2 
673 a 15:10 2 5
264 a 15:18 2 
483 a 15:26 1 5
707 a 15:30 2 
361 a 15:35 2 
651 a 15:49 2 
551 a 15:56 1 5
247 a 15:56 1 5
244 a 16:02 2 
214 a 16:29 4 
146 a 16:41 2 
228 a 17:09 4 2,5,6
268 a 17:13 2 5,6
213 a 17:40 2 2
451 b 02:34 2 
328 b 02:44 1 
292 b 02:54 2 
  4 b 02:56 1 
157 b 02:57 1 
115 b 02:51 1 
175 b 03:00 1 
176 b 03:00 1 
 36 b 03:01 1 
637 b 03:03 1 
469 b 03:08 3 
354 b 03:09 1 
 30 b 03:10 1 
 11 b 03:11 1 
352 b 03:13 1 
289 b 03:25 1 
225 b 03:25 1 
280 b 03:27 1 
 52 b 03:27 1 
287 b 03:39 1 
522 b 03:31 1 
392 b 03:31 1 
703 b 03:32 1 
 49 b 03:33 2 
305 b 03:33 1 
306 b 03:33 1 
366 b 03:35 1 
303 b 03:37 1 
404 b 03:49 1 
405 b 03:49 1 
577 b 03:55 1 
  3 b 04:02 1 
208 b 04:11 2 
 26 b 04:12 1 
316 b 04:15 1 
625 b 04:18 1 
470 b 04:24 3 
346 b 04:28 1 
347 b 04:28 1 
348 b 04:28 1 
 34 b 04:28 1 
  7 b 04:29 3 
 64 b 04:30 1 
677 b 04:30 2 
314 b 04:33 2 
153 b 04:34 1 
502 b 04:36 1 
711 b 04:36 1 
648 b 04:37 2 
159 b 04:36 1 
406 b 04:38 1 
 37 b 04:38 1 
199 b 04:38 2
341 b 04:40 1 
296 b 04:40 1 
300 b 04:41 1 
 22 b 04:41 1 
243 b 04:42 1 
298 b 04:43 3 
692 b 04:48 1 8
 84 b 04:48 1 
 38 b 04:49 1 
 80 b 04:50 2 
201 b 04:50 1 8
 16 b 04:50 1 
128 b 04:51 1 
544 b 04:51 1 
 20 b 04:52 1 
 39 b 04:52 1 
443 b 04:52 1 
 18 b 04:53 1 
257 b 04:53 1 
417 b 04:54 1 
489 b 04:54 1 
597 b 04:56 1 
723 b 04:57 1 
332 b 04:57 1 
217 b 04:58 2 
104 b 05:00 1
329 b 05:02 1 3
435 b 05:02 1 
462 b 05:04 1 
409 b 05:04 1 
574 b 05:05 1 
340 b 05:08 1 
297 b 05:08 1 
144 b 05:11 1 
722 b 05:15 1 2
423 b 05:27 1 
  8 b 05:28 3 
678 b 05:36 1 
369 b 05:36 1 5
 77 b 05:37 1 5
109 b 05:41 1 
215 b 05:41 1 
472 b 05:42 2 
631 b 05:45 1 
386 b 05:47 2 
560 b 05:51 3 
643 b 05:52 1 
529 b 05:53 1 
533 b 05:54 1 
370 b 05:56 1 
618 b 05:56 1 
210 b 05:51 1 
564 b 05:59 1
634 b 06:00 2 
 72 b 06:01 1 5,6
 68 b 06:01 1 5,6
 95 b 06:01 1 5,6
112 b 06:05 1 
378 b 06:06 2 
198 b 06:06 2 8
 92 b 06:06 1 
256 b 06:07 1 
158 b 06:08 1 
475 b 06:11 2 
191 b 06:16 1 
 24 b 06:18 2 
695 b 06:33 1 
111 b 06:33 1 
498 b 06:34 1 
578 b 06:35 1 
304 b 06:36 1 
279 b 06:36 1 
272 b 06:37 1 
252 b 06:45 1 
259 b 06:49 1 
155 b 06:49 1 
167 b 07:02 1
583 b 07:03 3 
240 b 07:10 1 
127 b 07:11 1 
604 b 07:33 2 
427 b 07:37 2 
428 b 07:37 3 
379 b 07:40 2 
169 b 07:41 1
481 b 07:45 2
570 b 08:04 1 4
638 b 08:06 1 
375 b 08:11 1 
474 b 08:12 1 
513 b 08:43 2 
  5 b 09:01 1 
331 b 09:02 1 
389 b 09:02 1 
580 b 09:03 1 
 75 b 09:05 2  
374 b 09:27 2 2 
355 b 09:56 1  
445 b 10:05 1  
398 b 10:10 2 5 
454 b 10:10 2  
196 b 10:22 2  
202 b 10:22 2  
426 b 10:25 3 - su
537 b 10:43 1  
 62 b 10:50 2  
278 b 10:58 2  
197 b 11:23 1  
 91 b 11:24 2  
220 b 12:23 2  
415 b 14:19 3  
 53 b 14:25 1 1 
 41 b 15:13 1  
 86 b 15:13 1  
683 b 15:19 1 7 
701 b 16:06 4  
709 b 16:06 1  
 13 b 18:07 2 7,8 
267 b 18:07 2 7,8 
