253 a 10:26
124 a 10:27
278 a 10:30
208 a 10:31
568 a 10:32
282 a 10:34
111 a 10:35
468 a 10:35
401 a 10:39
554 a 10:41
534 a 10:42
266 a 10:45
549 a 10:50
257 a 10:50
331 a 10:52
504 a 10:53
294 a 10:55
612 a 10:55
488 a 10:55
614 a 10:55
601 a 10:58
604 a 10:58
211 a 10:58
 73 a 10:59
458 a 10:59
285 a 11:02
461 a 11:08
615 a 11:08
459 a 11:08
346 a 11:08
 18 a 11:09
153 a 11:09
 40 a 11:11
 47 a 11:12
506 a 11:19
326 a 11:18
384 a 11:19
 69 a 11:20
557 a 11:23
359 a 11:25
270 a 11:26
123 a 11:27
572 a 11:32
623 a 11:39
307 a 11:43
505 a 11:43
402 a 11:50
586 a 11:50
532 a 11:50
476 a 11:52
478 a 11:52
542 a 11:54
 63 a 11:58
305 a 11:58
194 a 12:10
335 a 12:11
613 a 12:22
209 a 12:22
 23 a 12:24
 81 a 12:25
223 a 12:25
464 a 12:30
524 a 12:55
185 a 12:55
184 a 12:59
513 a 13:01
408 a 13:02
426 a 13:17
121 a 13:20
365 a 13:21
212 a 13:29
543 a 13:30
292 a 13:34
283 a 13:34
363 a 13:35
573 a 13:44
271 a 13:52
494 a 13:53
624 a 13:56
491 a 13:57
403 a 13:58
391 b 09:01
195 b 09:01
413 b 09:02
451 b 09:02
397 b 09:02
280 b 09:03
172 b 09:03
181 b 09:03
 50 b 09:04
100 b 09:04
  7 b 09:04
 57 b 09:06
 30 b 09:08
281 b 09:08
 68 b 09:09
198 b 09:10
522 b 09:12
 51 b 09:14
317 b 09:15
439 b 09:16
389 b 09:16
390 b 09:16
 94 b 09:18
114 b 09:21
379 b 09:22
603 b 09:24
354 b 09:25
357 b 09:25
 09 b 09:26
585 b 09:26
191 b 09:26
588 b 09:27
545 b 09:28
343 b 09:28
147 b 09:29
570 b 09:29
 89 b 09:31     
 14 b 09:33     
  1 b 09:33     
180 b 09:34      
 41 b 09:35    
137 b 09:35     
107 b 09:39     
118 b 09:39     
259 b 09:41    
309 b 09:41     
275 b 09:42     
101 b 09:42     
 66 b 09:43     
316 b 09:43     
456 b 09:44     
547 b 09:45     
 99 b 09:47     
348 b 09:47    
 87 b 09:47    
106 b 09:47    
188 b 09:49    
 19 b 09:53    
552 b 09:54    
204 b 09:56    
241 b 09:56    
239 b 09:57    
430 b 09:57    
 35 b 09:58    
189 b 09:59    
 25 b 09:59    
 72 b 09:59    
182 b 10:00    
 33 b 10:03    
 55 b 10:03    
163 b 10:06    
117 b 10:06    
493 b 10:07    
479 b 10:11    
213 b 10:12    
475 b 10:17    
349 b 10:18    
431 b 10:19    
175 b 10:20    
375 b 10:21    
214 b 10:23    
247 b 10:25    
125 b 10:27    
244 b 10:29    
 42 b 10:29    
382 b 10:30    
516 b 10:30    
262 b 10:30    
372 b 10:31    
367 b 10:33    
 34 b 10:38    
162 b 10:42    
155 b 10:42    
233 b 10:42
450 b 10:44    
410 b 10:44    
  5 b 10:44    
 75 b 10:45    
 79 b 10:45    
 80 b 10:45    
536 b 10:46    
388 b 10:48    
 11 b 10:49    
196 b 10:53    
 90 b 10:53    
 48 b 10:55    
138 b 10:55    
140 b 10:55    
228 b 10:55    
 76 b 10:56    
395 b 11:56    
141 b 11:03    
409 b 11:04    
 39 b 11:13    
 10 b 11:14    
 21 b 11:14    
187 b 11:15    
249 b 11:15    
 22 b 11:20    
136 b 11:26    
190 b 11:31    
313 b 11:33    
473 b 11:34    
234 b 11:34    
139 b 11:35    
322 b 11:36    
168 b 11:36    
154 b 11:36    
  8 b 11:39    
433 b 11:40    
112 b 11:41    
109 b 11:44    
325 b 11:46    
  2 b 11:51    
509 b 11:53     
507 b 11:55     
177 b 11:55     
178 b 11:55     
308 b 11:58     
179 b 12:03     
448 b 12:12     
171 b 12:12     
250 b 12:12     
169 b 12:13     
 58 b 12:15     
157 b 12:29                
236 b 12:29 
193 b 12:30 
579 b 12:31 
332 b 12:35
 13 b 12:40  
301 b 12:44 
483 b 12:50 
345 b 13:03 
 96 b 13:06  
415 b 13:19 
386 b 13:32 
377 b 13:33 
533 b 13:46 
564 b 13:47 
561 b 13:47 
528 b 13:52 
407 b 14:00 
417 b 14:00 
406 b 14:00
606 b 14:00
369 b 14:00
630 b 14:00 
525 b 14:00 
378 b 14:00 
295 b 14:00 
164 b 14:00 
 36 b 14:00
537 b 14:00
337 b 14:00
