310 a 09:44
23  a 09:45
22  b 09:47
279 a 09:48
552 b 09:48
294 a 09:49
223 a 09:50
266 a 09:50
386 b 09:51
167 a 09:51
262 b 09:52
493 b 09:52
202 a 09:53
274 a 09:53
576 a 09:56
343 b 09:56
81  a 09:56
545 b 09:56
110 a 09:57
180 b 09:57
48  b 09:57
228 b 09:57
153 a 09:58
137 b 09:58
257 a 09:59
277 a 10:00
308 b 10:01
507 b 10:01
391 b 10:01
509 b 10:01
488 a 10:01
96  b 10:02
614 a 10:02
612 a 10:02
433 b 10:02
200 a 10:02
35  b 10:03
159 a 10:03
173 a 10:03
36  b 10:03
537 b 10:03
264 a 10:03
354 b 10:04
357 b 10:04
58  b 10:04
138 b 10:05
609 a 10:05
410 b 10:05
395 b 10:06
130 a 10:06
296 a 10:06
14  b 10:07
187 b 10:07
374 a 10:07
461 a 10:08
297 a 10:08
268 b 10:08
459 a 10:08
95  a 10:09
205 a 10:09
363 a 10:09
71  a 10:09
175 b 10:10
600 a 10:10
13  b 10:11
141 b 10:11
498 a 10:11
283 a 10:12
499 a 10:12
522 b 10:12
316 b 10:14
575 b 10:14
388 b 10:15
33  b 10:15
142 a 10:15
407 b 10:16
406 b 10:17
330 a 10:17
535 a 10:18
420 a 10:18
161 a 10:21
485 a 10:21
320 a 10:22
615 a 10:24
506 a 10:24
421 b 10:25
601 a 10:26
604 a 10:26
211 a 10:26
285 a 10:28
40  a 10:29
171 b 10:34
250 b 10:34
109 b 10:35
84  a 10:36
533 b 10:36
458 a 10:36
528 b 10:37
409 b 10:37
292 a 10:38
18  a 10:39
287 b 10:40
226 b 10:40
286 b 10:41
278 a 10:43
140 b 10:43
455 a 10:46
415 b 10:48
417 b 10:49
42  b 10:49
244 b 10:49
157 b 10:52
236 b 10:52
457 b 10:53
564 b 10:54
291 a 10:57
603 b 10:57
271 a 10:57
212 a 10:58
543 a 10:58
566 b 10:59
15  a 10:59
1   b 10:59
559 a 11:00
352 a 11:03
123 a 11:04
160 b 11:04
491 a 11:04
184 a 11:07
34  b 11:08
475 b 11:08
68  b 11:10
544 a 11:13
146 a 11:14
380  a 11:15
534 a 11:17
554 a 11:17
216 a 11:17
189 b 11:19
182 b 11:19
610 a 11:22
337 b 11:22
572 a 11:23
293 a 11:24
505 a 11:25
630 b 11:25
5   b 11:27
334 b 11:28
307 a 11:29
365 a 11:30
121 a 11:30
331 a 11:31
238 a 11:31
339 b 11:33
525 b 11:34
177 b 11:35
178 b 11:35
44  a 11:35
295 b 11:36
403 a 11:37
322 b 11:37
139 b 11:37
468 a 11:38
385 a 11:39
504 a 11:39
111 a 11:40
396 a 11:41
63  a 11:41
476 a 11:42
478 a 11:42
606 b 11:43
471 a 11:44
529 b 11:44
598 a 11:46
542 a 11:47
164 b 11:48
404 a 11:48
83  a 11:48
340 a 11:49
436 b 11:49
321 b 11:50
359 a 11:51
562 a 11:52
306 a 11:52
483 b 11:53
549 a 11:53
532 a 11:54
482 a 11:54
378 b 11:55
196 b 11:59
345 b 11:59
247 b 12:01
4   a 12:02
530 a 12:03
282 a 12:03
401 a 12:03
326 a 12:03
366 a 12:08
69  a 12:08
145 b 12:09
2   b 12:09
536 b 12:13
185 a 12:16
375 b 12:16
422 a 12:17
302 b 12:18
179 b 12:19
86  b 12:21
304 b 12:22
402 a 12:24
586 a 12:24
565 a 12:27
470 b 12:30
577 a 12:33
573 a 12:43
335 a 12:44
73  a 12:48
500 a 12:52
429 a 12:52
514 a 12:53
384 a 12:53
124 a 12:55
143 b 12:55
183 a 12:57
464 a 13:01
524 a 13:03
513 a 13:05
194 a 13:08
305 a 13:11
346 a 13:13
408 a 13:14
270 a 13:16
426 a 13:17
625 a 13:19
557 a 13:22
623 a 13:22
622 a 13:27
379 b 13:30
494 a 13:34
624 a 13:51
119 b 13:55
442 a 13:59
446 a 14:00
611 a 14:00
